time,Open,High,Low,Close,Volume
2022-12-31 22:00:00+00:00,1.06999,1.09296,1.04833,1.08632,2690348
2023-01-31 22:00:00+00:00,1.08642,1.1033,1.05328,1.05753,2407343
2023-02-28 22:00:00+00:00,1.05764,1.09298,1.05161,1.08422,3019625
2023-03-31 21:00:00+00:00,1.08416,1.10956,1.07882,1.1017,1651033
2023-04-30 21:00:00+00:00,1.10207,1.1092,1.06352,1.06888,1945688
2023-05-31 21:00:00+00:00,1.06854,1.1012,1.06618,1.0911,1771072
2023-06-30 21:00:00+00:00,1.0911,1.12757,1.08336,1.09978,1903520
2023-07-31 21:00:00+00:00,1.09958,1.10652,1.07658,1.08434,2099250
2023-08-31 21:00:00+00:00,1.08413,1.08822,1.0488,1.05744,1553511
2023-09-30 21:00:00+00:00,1.0572,1.06946,1.04485,1.05744,1975885
2023-10-31 21:00:00+00:00,1.05743,1.10173,1.05166,1.08884,1805326
2023-11-30 22:00:00+00:00,1.08862,1.11396,1.07237,1.10374,1875358
2023-12-31 22:00:00+00:00,1.1044,1.10453,1.0795,1.08176,2031877
2024-01-31 22:00:00+00:00,1.08172,1.08976,1.0695,1.08048,1639071
2024-02-29 22:00:00+00:00,1.08024,1.09813,1.07682,1.07932,1449124
2024-03-31 21:00:00+00:00,1.07915,1.08851,1.06011,1.06662,1511266
2024-04-30 21:00:00+00:00,1.06662,1.08951,1.06494,1.08486,1194931
2024-05-31 21:00:00+00:00,1.08504,1.0916,1.0666,1.07131,1225107
2024-06-30 21:00:00+00:00,1.0744,1.09482,1.071,1.08264,1802120
2024-07-31 21:00:00+00:00,1.08248,1.12017,1.07774,1.1047,2336858
2024-08-31 21:00:00+00:00,1.10489,1.12142,1.1002,1.11348,2081730
2024-09-30 21:00:00+00:00,1.11319,1.11442,1.07612,1.08834,2822809
2024-10-31 21:00:00+00:00,1.08852,1.09374,1.03319,1.05778,3619809
2024-11-30 22:00:00+00:00,1.05687,1.063,1.0343,1.03533,3025617
