trade_id,symbol,direction,entry_date,exit_date,trade_duration_hours,entry_price,exit_price,stop_loss,lot_size,risk_usd,risk_pct,tp1_price,tp2_price,tp3_price,tp1_hit,tp2_hit,tp3_hit,tp1_close_pct,tp2_close_pct,tp3_close_pct,exit_reason,partial_exits_json,result_r,profit_usd,win,max_favorable_excursion,max_adverse_excursion,confluence_score,quality_factors
7,GBP_NZD,bearish,2023-01-01 22:00:00+00:00,2023-01-18 22:00:00+00:00,408.0,1.91768,1.9384260543997285,1.9394148417388353,0.15,326.02,0.5,1.904639094956699,1.8915981899133978,1.8742103165223296,True,False,False,0.30000000000000004,0.2,0.25,TP1+Trail,"[{""tp_level"": 1, ""price"": 1.904639094956699, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.18000000000000002}, {""tp_level"": ""TRAIL"", ""price"": 1.9394148417388353, ""close_pct"": 0.7, ""r_gained"": -0.7}]",-0.9545,-311.19,0,0.9579089762958547,-1.0545280373055224,15,5
9,EUR_JPY,bearish,2023-01-01 22:00:00+00:00,2023-02-14 22:00:00+00:00,1056.0,140.03824999999998,142.89984827331776,143.06716116664973,0.01,3028.91,0.5,138.22090330001012,136.40355660002027,133.98042766670048,True,False,False,0.30000000000000004,0.2,0.25,TP1+Trail,"[{""tp_level"": 1, ""price"": 138.22090330001012, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.18000000000000058}, {""tp_level"": ""TRAIL"", ""price"": 143.06716116664973, ""close_pct"": 0.7, ""r_gained"": -0.7}]",-0.9448,-2861.6,0,0.8749843934615582,-1.1224330503427884,14,4
1,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,48.0,0.86688276,0.8489022890974635,0.8801667819166925,0.38,504.79,0.5,0.8589123468499844,0.850941933699969,0.8403147161666149,True,True,False,0.30000000000000004,0.2,0.25,TP2+Trail,"[{""tp_level"": 1, ""price"": 0.8589123468499844, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.18000000000000102}, {""tp_level"": 2, ""price"": 0.850941933699969, ""close_pct"": 0.2, ""r_gained"": 0.23999999999999969}, {""tp_level"": ""TRAIL"", ""price"": 0.8522703358916381, ""close_pct"": 0.49999999999999994, ""r_gained"": 0.5500000000000016}]",1.3535,683.25,1,1.596862767393078,0.0,14,4
2,NZD_CAD,bearish,2023-01-01 22:00:00+00:00,2023-01-03 22:00:00+00:00,48.0,0.865286,0.8450064376762161,0.8802005832083574,0.22,328.12,0.5,0.8563372500749856,0.8473885001499711,0.8354568335832853,True,True,False,0.30000000000000004,0.2,0.25,TP2+Trail,"[{""tp_level"": 1, ""price"": 0.8563372500749856, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.17999999999999913}, {""tp_level"": 2, ""price"": 0.8473885001499711, ""close_pct"": 0.2, ""r_gained"": 0.24000000000000032}, {""tp_level"": ""TRAIL"", ""price"": 0.8488799584708069, ""close_pct"": 0.49999999999999994, ""r_gained"": 0.5500000000000003}]",1.3597,446.15,1,1.3152228075007932,0.0,14,4
2,USD_CHF,bullish,2023-01-02 22:00:00+00:00,2023-01-08 22:00:00+00:00,144.0,0.93620296,0.9165331759199153,0.9172831759199154,0.49,990.24,0.5,0.9475548304480508,0.9589067008961016,0.9740425281601693,False,False,False,0.30000000000000004,0.2,0.25,SL,"[{""tp_level"": ""SL"", ""price"": 0.9172831759199154, ""close_pct"": 1.0, ""r_gained"": -1.0}]",-1.0396,-1029.49,0,0.2514320448829723,-1.0297665088317896,15,5
4,USD_CAD,bullish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,24.0,1.36319808,1.3518831749415958,1.3526331749415959,0.43,333.25,0.5,1.3695370230350425,1.3758759660700852,1.3843278901168086,False,False,False,0.30000000000000004,0.2,0.25,SL,"[{""tp_level"": ""SL"", ""price"": 1.3526331749415959, ""close_pct"": 1.0, ""r_gained"": -1.0}]",-1.071,-356.91,0,0.4583022727826741,-1.4849238978745434,15,5
2,CAD_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-03 22:00:00+00:00,24.0,96.751292,98.16957892678688,98.09457892678688,0.01,1343.29,0.5,95.94531984392788,95.13934768785576,94.06471814642626,False,False,False,0.30000000000000004,0.2,0.25,SL,"[{""tp_level"": ""SL"", ""price"": 98.09457892678688, ""close_pct"": 1.0, ""r_gained"": -1.0}]",-1.0558,-1418.29,0,0.9136484361801043,-1.2787349938026453,15,5
7,EUR_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-09 22:00:00+00:00,168.0,139.59322,141.81050671093791,141.92179251188904,0.01,2328.57,0.5,138.19607649286658,136.79893298573316,134.93607497622193,True,False,False,0.30000000000000004,0.2,0.25,TP1+Trail,"[{""tp_level"": 1, ""price"": 138.19607649286658, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.18000000000000002}, {""tp_level"": ""TRAIL"", ""price"": 141.92179251188904, ""close_pct"": 0.7, ""r_gained"": -0.7}]",-0.9522,-2217.28,0,0.7378855462852262,-1.0559173001683013,14,4
7,CHF_JPY,bearish,2023-01-02 22:00:00+00:00,2023-01-12 22:00:00+00:00,240.0,141.782886,138.81279409879178,143.94252564624693,0.01,2159.64,0.5,140.4871022122518,139.19131842450366,137.4636067075061,True,True,False,0.30000000000000004,0.2,0.25,TP2+Trail,"[{""tp_level"": 1, ""price"": 140.4871022122518, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.18000000000000163}, {""tp_level"": 2, ""price"": 139.19131842450366, ""close_pct"": 0.2, ""r_gained"": 0.23999999999999946}, {""tp_level"": ""TRAIL"", ""price"": 139.40728238912834, ""close_pct"": 0.49999999999999994, ""r_gained"": 0.5500000000000025}]",1.3753,2970.09,1,2.0123199754886554,-0.9895697199826402,15,5
6,GBP_CHF,bearish,2023-01-02 22:00:00+00:00,2023-01-19 22:00:00+00:00,408.0,1.1258235,1.138398964249012,1.1386772654880566,0.78,1002.59,0.5,1.1181112407071663,1.1103989814143322,1.100115969023887,True,False,False,0.30000000000000004,0.2,0.25,TP1+Trail,"[{""tp_level"": 1, ""price"": 1.1181112407071663, ""close_pct"": 0.30000000000000004, ""r_gained"": 0.17999999999999797}, {""tp_level"": ""TRAIL"", ""price"": 1.1386772654880566, ""close_pct"": 0.7, ""r_gained"": -0.7}]",-0.9783,-980.88,0,1.160243666640518,-1.286510168196657,15,5
